Preparation,Application,Examination,Overall,course,min_category,atrisk
96.0,100.0,94.87893296853625,94.87893296853625,winter2025,Examination,False
82.53333333333335,84.5,85.0,82.53333333333335,winter2025,Preparation,False
100.0,100.0,100.0,100.0,winter2025,Preparation,False
66.66666666666666,96.267,85.96511627906978,66.66666666666666,winter2025,Preparation,False
96.0,99.0,95.69767441860465,95.69767441860465,winter2025,Examination,False
92.0,99.0,94.87106703146374,92.0,winter2025,Preparation,False
68.0,100.0,90.64637482900136,68.0,winter2025,Preparation,False
75.89333333333333,98.0,100.0,75.89333333333333,winter2025,Preparation,False
100.0,99.0,100.0,99.0,winter2025,Application,False
100.0,98.0,95.87551299589603,95.87551299589603,winter2025,Examination,False
95.66666666666669,97.5,96.51162790697674,95.66666666666669,winter2025,Preparation,False
100.0,100.0,97.47674418604652,97.47674418604652,winter2025,Examination,False
90.86666666666667,96.0,96.64569083447333,90.86666666666667,winter2025,Preparation,False
96.0,99.0,98.54309165526675,96.0,winter2025,Preparation,False
96.0,100.0,92.69425444596442,92.69425444596442,winter2025,Examination,False
80.0,84.4,92.23050615595076,80.0,winter2025,Preparation,False
98.0,94.2,97.67441860465117,94.2,winter2025,Application,False
99.2,100.0,98.7906976744186,98.7906976744186,winter2025,Examination,False
96.0,99.0,99.80232558139534,96.0,winter2025,Preparation,False
88.0,97.95,96.97674418604652,88.0,winter2025,Preparation,False
96.0,97.4,98.72093023255815,96.0,winter2025,Preparation,False
93.76,95.0,91.21511627906976,91.21511627906976,winter2025,Examination,False
92.0,92.0,92.7906976744186,92.0,winter2025,Preparation,False
96.0,100.0,99.43023255813952,96.0,winter2025,Preparation,False
100.0,100.0,100.0,100.0,winter2025,Preparation,False
92.0,100.0,99.80232558139534,92.0,winter2025,Preparation,False
85.33333333333331,100.0,77.0793433652531,77.0793433652531,winter2025,Examination,False
98.38666666666668,86.0,93.48837209302326,86.0,winter2025,Application,False
92.0,100.0,98.52325581395348,92.0,winter2025,Preparation,False
100.0,96.4,95.11627906976744,95.11627906976744,winter2025,Examination,False
88.0,67.0,82.12551299589605,67.0,winter2025,Application,False
56.0,89.0,97.67441860465117,56.0,winter2025,Preparation,True
87.68,99.0,94.96511627906978,87.68,winter2025,Preparation,False
92.0,100.0,92.85909712722298,92.0,winter2025,Preparation,False
54.00666666666667,95.36699999999999,97.3454172366621,54.00666666666667,winter2025,Preparation,True
93.33333333333331,98.9,95.95417236662107,93.33333333333331,winter2025,Preparation,False
84.0,97.25,90.59165526675787,84.0,winter2025,Preparation,False
98.66666666666669,94.85,90.08207934336525,90.08207934336525,winter2025,Examination,False
88.0,98.0,97.55813953488372,88.0,winter2025,Preparation,False
65.81333333333333,96.767,87.43502051983583,65.81333333333333,winter2025,Preparation,False
93.6,97.30000000000001,94.99589603283172,93.6,winter2025,Preparation,False
87.59333333333333,97.0,99.24418604651163,87.59333333333333,winter2025,Preparation,False
91.66666666666669,79.0,95.16757865937072,79.0,winter2025,Application,False
76.02666666666667,94.05000000000001,90.89603283173734,76.02666666666667,winter2025,Preparation,False
83.66666666666669,98.0,90.96887824897401,83.66666666666669,winter2025,Preparation,False
88.0,100.0,99.41860465116278,88.0,winter2025,Preparation,False
75.8,82.0,93.2906976744186,75.8,winter2025,Preparation,False
71.10666666666667,90.0,89.90697674418604,71.10666666666667,winter2025,Preparation,False
91.2,98.0,90.37277701778385,90.37277701778385,winter2025,Examination,False
99.77333333333334,89.0,91.97332421340629,89.0,winter2025,Application,False
85.73333333333333,97.0,85.74213406292749,85.73333333333333,winter2025,Preparation,False
92.0,98.0,97.47674418604652,92.0,winter2025,Preparation,False
84.0,99.5,96.15731874145007,84.0,winter2025,Preparation,False
99.66666666666669,97.4,91.25068399452805,91.25068399452805,winter2025,Examination,False
97.19999999999999,90.0,90.62859097127222,90.0,winter2025,Application,False
100.0,93.0,100.0,93.0,winter2025,Application,False
63.77333333333333,81.65,89.90492476060192,63.77333333333333,winter2025,Preparation,False
69.76666666666667,47.0,92.20998632010944,47.0,winter2025,Application,True
75.2,79.69999999999999,81.72640218878249,75.2,winter2025,Preparation,False
92.0,98.0,88.81532147742817,88.81532147742817,winter2025,Examination,False
100.0,99.0,95.34883720930233,95.34883720930233,winter2025,Examination,False
90.34,98.0,97.4186046511628,90.34,winter2025,Preparation,False
96.0,100.0,100.0,96.0,winter2025,Preparation,False
100.0,98.0,98.63953488372093,98.0,winter2025,Application,False
92.53333333333335,89.0,98.52941176470588,89.0,winter2025,Application,False
96.0,95.0,97.47674418604652,95.0,winter2025,Application,False
62.93333333333333,99.0,85.09370725034199,62.93333333333333,winter2025,Preparation,False
83.18666666666667,86.0,87.57523939808482,83.18666666666667,winter2025,Preparation,False
99.2,99.0,98.83720930232558,98.83720930232558,winter2025,Examination,False
88.0,83.6,98.02325581395348,83.6,winter2025,Application,False
96.0,89.9,96.21751025991792,89.9,winter2025,Application,False
96.0,100.0,98.83720930232558,96.0,winter2025,Preparation,False
89.5,80.1,79.34610123119015,79.34610123119015,winter2025,Examination,False
94.10666666666665,98.0,95.25581395348837,94.10666666666665,winter2025,Preparation,False
91.76,96.9,91.53454172366621,91.53454172366621,winter2025,Examination,False
88.17333333333335,100.0,99.80232558139534,88.17333333333335,winter2025,Preparation,False
63.040000000000006,85.78299999999999,83.69972640218877,63.040000000000006,winter2025,Preparation,False
92.0,99.0,94.2688098495212,92.0,winter2025,Preparation,False
90.73333333333336,94.4,94.5827633378933,90.73333333333336,winter2025,Preparation,False
92.0,99.45,95.02325581395348,92.0,winter2025,Preparation,False
84.0,93.4,95.05471956224349,84.0,winter2025,Preparation,False
95.66666666666669,97.0,99.88372093023256,95.66666666666669,winter2025,Preparation,False
96.0,97.0,96.27906976744185,96.0,winter2025,Preparation,False
89.6,97.0,98.63953488372093,89.6,winter2025,Preparation,False
87.41999999999999,85.5,80.984268125855,80.984268125855,winter2025,Examination,False
96.0,99.0,95.04103967168263,95.04103967168263,winter2025,Examination,False
97.78666666666666,95.85,95.32216142270862,95.32216142270862,winter2025,Examination,False
88.5,69.0,91.04719562243501,69.0,winter2025,Application,False
96.0,100.0,100.0,96.0,winter2025,Preparation,False
100.0,100.0,92.87722298221614,92.87722298221614,winter2025,Examination,False
92.0,99.0,97.67441860465117,92.0,winter2025,Preparation,False
71.2,56.5,75.10875512995895,56.5,winter2025,Application,True
